X [s];IL: EMG 1 [V];X [s];LON: EMG 2 [V];X [s];ACC: ACC.X 3 [g];X [s];ACC: ACC.Y 3 [g];X [s];ACC: ACC.Z 3 [g];X [s];ACC: GYRO.X 3 [°/s];X [s];ACC: GYRO.Y 3 [°/s];X [s];ACC: GYRO.Z 3 [°/s]
0.03212069;0;0.03212069;0;0.46575;0.183105469;0.46575;-0.013671875;0.46575;0.802246094;0.46575;114.3902435;0.46575;4.695122242;0.46575;-18.84146309
0.032586207;0;0.032586207;0;0.4725;0.18359375;0.4725;0.011230469;0.4725;0.778320313;0.4725;113.5365906;0.4725;4.146341324;0.4725;-19.45121956
0.033051724;0;0.033051724;0;0.47925;0.183105469;0.47925;0.047851563;0.47925;0.75390625;0.47925;112.3780518;0.47925;4.390244007;0.47925;-19.93902397
0.033517241;0;0.033517241;0;0.486;0.1796875;0.486;0.071289063;0.486;0.748535156;0.486;110.9756088;0.486;4.390244007;0.486;-19.69512177
0.033982759;0;0.033982759;0;0.49275;0.1796875;0.49275;0.079589844;0.49275;0.741699219;0.49275;110.3048782;0.49275;4.390244007;0.49275;-19.51219559
0.034448276;0;0.034448276;0;0.4995;0.173828125;0.4995;0.086914063;0.4995;0.725585938;0.4995;109.5121994;0.4995;5;0.4995;-18.84146309
0.034913793;0;0.034913793;0;0.50625;0.170898438;0.50625;0.091796875;0.50625;0.719726563;0.50625;108.1707306;0.50625;5.914634228;0.50625;-17.86585426
0.03537931;0;0.03537931;0;0.513;0.164550781;0.513;0.1015625;0.513;0.743164063;0.513;107.0121994;0.513;7.01219511;0.513;-16.95121956
0.035844828;0;0.035844828;0;0.51975;0.164550781;0.51975;0.123535156;0.51975;0.747558594;0.51975;106.5853653;0.51975;7.98780489;0.51975;-16.64634132
0.036310345;0;0.036310345;0;0.5265;0.166015625;0.5265;0.146484375;0.5265;0.734375;0.5265;105.4878082;0.5265;8.902439117;0.5265;-16.28048897
0.036775862;0;0.036775862;0;0.53325;0.167480469;0.53325;0.159667969;0.53325;0.752929688;0.53325;104.8780518;0.53325;9.63414669;0.53325;-15.60975647
0.037241379;0;0.037241379;0;0.54;0.180175781;0.54;0.1640625;0.54;0.794433594;0.54;105;0.54;9.329268456;0.54;-15.18292713
0.037706897;0;0.037706897;0;0.54675;0.181640625;0.54675;0.172851563;0.54675;0.803222656;0.54675;104.8780518;0.54675;8.536585808;0.54675;-14.93902493
0.038172414;0;0.038172414;0;0.5535;0.1796875;0.5535;0.189453125;0.5535;0.793945313;0.5535;103.2926865;0.5535;8.048780441;0.5535;-14.69512272
0.038637931;0;0.038637931;0;0.56025;0.177734375;0.56025;0.215332031;0.56025;0.782226563;0.56025;101.2804871;0.56025;8.231707573;0.56025;-14.81707382
0.039103448;0;0.039103448;0;0.567;0.171875;0.567;0.236816406;0.567;0.775390625;0.567;100.6707306;0.567;8.292682648;0.567;-15.06097603
0.039568966;0;0.039568966;0;0.57375;0.170410156;0.57375;0.249511719;0.57375;0.774414063;0.57375;99.81707764;0.57375;8.719511986;0.57375;-15.54878044
0.040034483;0;0.040034483;0;0.5805;0.171386719;0.5805;0.251464844;0.5805;0.785644531;0.5805;99.32926941;0.5805;8.170731544;0.5805;-15.24390316
0.0405;0;0.0405;0;0.58725;0.166015625;0.58725;0.252929688;0.58725;0.817382813;0.58725;100;0.58725;7.073170662;0.58725;-14.69512272
0.040965517;0;0.040965517;0;0.594;0.168945313;0.594;0.267089844;0.594;0.826660156;0.594;99.63414764;0.594;6.646341801;0.594;-14.51219559
0.041431034;0;0.041431034;0;0.60075;0.169433594;0.60075;0.285644531;0.60075;0.814453125;0.60075;98.53659058;0.60075;6.524390221;0.60075;-14.39024448
0.041896552;0;0.041896552;0;0.6075;0.167480469;0.6075;0.311523438;0.6075;0.803710938;0.6075;97.0121994;0.6075;6.768292904;0.6075;-14.45121956
0.042362069;0;0.042362069;0;0.61425;0.165527344;0.61425;0.327148438;0.61425;0.80078125;0.61425;95.97560883;0.61425;6.890244007;0.61425;-14.57317066
0.042827586;0;0.042827586;0;0.621;0.167480469;0.621;0.336914063;0.621;0.804199219;0.621;95.67073059;0.621;6.402439117;0.621;-13.78048801
0.043293103;0;0.043293103;0;0.62775;0.165039063;0.62775;0.336425781;0.62775;0.806640625;0.62775;94.26829529;0.62775;5.426829338;0.62775;-12.98780537
0.043758621;0;0.043758621;0;0.6345;0.166015625;0.6345;0.339355469;0.6345;0.802246094;0.6345;92.98780823;0.6345;4.878048897;0.6345;-12.25609779
0.044224138;0;0.044224138;0;0.64125;0.176269531;0.64125;0.352050781;0.64125;0.793945313;0.64125;92.31707764;0.64125;4.573170662;0.64125;-11.58536625
0.044689655;0;0.044689655;0;0.648;0.180664063;0.648;0.370117188;0.648;0.798339844;0.648;91.64634705;0.648;4.085365772;0.648;-10.54878044
0.045155172;0;0.045155172;0;0.65475;0.176757813;0.65475;0.381347656;0.65475;0.802246094;0.65475;91.21951294;0.65475;4.390244007;0.65475;-9.268292427
0.04562069;0;0.04562069;0;0.6615;0.170898438;0.6615;0.403808594;0.6615;0.805664063;0.6615;90.54878235;0.6615;3.902439117;0.6615;-7.926829338
0.046086207;0;0.046086207;0;0.66825;0.171386719;0.66825;0.420898438;0.66825;0.802246094;0.66825;89.57317352;0.66825;3.719512224;0.66825;-7.682927132
0.046551724;0;0.046551724;0;0.675;0.174316406;0.675;0.4296875;0.675;0.79296875;0.675;88.90244293;0.675;3.292682886;0.675;-7.317073345
0.047017241;0;0.047017241;0;0.68175;0.176757813;0.68175;0.433105469;0.68175;0.784667969;0.68175;88.23171234;0.68175;2.926829338;0.68175;-7.01219511
0.047482759;0;0.047482759;0;0.6885;0.1796875;0.6885;0.438964844;0.6885;0.768554688;0.6885;87.13414764;0.6885;2.926829338;0.6885;-6.280488014
0.047948276;0;0.047948276;0;0.69525;0.178710938;0.69525;0.446777344;0.69525;0.770019531;0.69525;86.03659058;0.69525;3.292682886;0.69525;-5.670732021
0.048413793;0;0.048413793;0;0.702;0.168945313;0.702;0.459960938;0.702;0.787597656;0.702;85.30487823;0.702;3.048780441;0.702;-4.695122242
0.04887931;0;0.04887931;0;0.70875;0.166992188;0.70875;0.46875;0.70875;0.795410156;0.70875;84.5121994;0.70875;2.378048897;0.70875;-4.939024448
0.049344828;0;0.049344828;0;0.7155;0.17578125;0.7155;0.477539063;0.7155;0.798339844;0.7155;84.14634705;0.7155;2.073170662;0.7155;-5.182927132
0.049810345;0;0.049810345;0;0.72225;0.188964844;0.72225;0.499023438;0.72225;0.803710938;0.72225;83.53659058;0.72225;1.768292665;0.72225;-5.609755993
0.050275862;0;0.050275862;0;0.729;0.192382813;0.729;0.50390625;0.729;0.804199219;0.729;82.80487823;0.729;1.402438998;0.729;-5.853658676
0.050741379;0;0.050741379;0;0.73575;0.191894531;0.73575;0.51171875;0.73575;0.800292969;0.73575;82.13414764;0.73575;0.243902445;0.73575;-5.48780489
0.051206897;0;0.051206897;0;0.7425;0.182128906;0.7425;0.517089844;0.7425;0.791503906;0.7425;80.73171234;0.7425;-0.792682946;0.7425;-4.573170662
0.051672414;0;0.051672414;0;0.74925;0.176269531;0.74925;0.514160156;0.74925;0.781738281;0.74925;79.02439117;0.74925;-1.707317114;0.74925;-4.146341324
0.052137931;0;0.052137931;0;0.756;0.176757813;0.756;0.512207031;0.756;0.77734375;0.756;77.74390411;0.756;-1.768292665;0.756;-4.451219559
0.052603448;0;0.052603448;0;0.76275;0.177734375;0.76275;0.515625;0.76275;0.786132813;0.76275;76.15853882;0.76275;-1.951219559;0.76275;-4.878048897
0.053068966;0;0.053068966;0;0.7695;0.1796875;0.7695;0.525390625;0.7695;0.794921875;0.7695;74.57317352;0.7695;-1.829268336;0.7695;-5.609755993
0.053534483;0;0.053534483;0;0.77625;0.181640625;0.77625;0.548828125;0.77625;0.795898438;0.77625;72.31707764;0.77625;-1.158536553;0.77625;-5.792683125
0.054;0;0.054;0;0.783;0.183105469;0.783;0.568359375;0.783;0.797363281;0.783;70.36585236;0.783;-0.792682946;0.783;-5.731707573
0.054465517;0;0.054465517;0;0.78975;0.186035156;0.78975;0.595703125;0.78975;0.795410156;0.78975;69.75609589;0.78975;-0.609756112;0.78975;-6.158536911
0.054931034;0;0.054931034;0;0.7965;0.189453125;0.7965;0.617675781;0.7965;0.791015625;0.7965;70;0.7965;-1.097561002;0.7965;-6.524390221
0.055396552;0;0.055396552;0;0.80325;0.190917969;0.80325;0.625976563;0.80325;0.79296875;0.80325;69.93902588;0.80325;-1.219512224;0.80325;-6.219512463
0.055862069;0;0.055862069;0;0.81;0.193359375;0.81;0.630371094;0.81;0.788085938;0.81;70.24390411;0.81;-1.524390221;0.81;-6.219512463
0.056327586;0;0.056327586;0;0.81675;0.200195313;0.81675;0.631835938;0.81675;0.791503906;0.81675;70.12195587;0.81675;-1.463414669;0.81675;-6.219512463
0.056793103;0;0.056793103;0;0.8235;0.19921875;0.8235;0.639648438;0.8235;0.791015625;0.8235;69.14633942;0.8235;-1.402438998;0.8235;-6.036585331
0.057258621;0;0.057258621;0;0.83025;0.206542969;0.83025;0.645507813;0.83025;0.784667969;0.83025;67.13414764;0.83025;-1.158536553;0.83025;-5.48780489
0.057724138;0;0.057724138;0;0.837;0.207519531;0.837;0.650878906;0.837;0.78125;0.837;65.12195587;0.837;-0.609756112;0.837;-4.695122242
0.058189655;0;0.058189655;0;0.84375;0.204589844;0.84375;0.668457031;0.84375;0.786132813;0.84375;64.45121765;0.84375;-0.48780489;0.84375;-3.597561121
0.058655172;0;0.058655172;0;0.8505;0.203613281;0.8505;0.685546875;0.8505;0.791992188;0.8505;63.90243912;0.8505;-1.036585331;0.8505;-3.170731783
0.05912069;0;0.05912069;0;0.85725;0.203125;0.85725;0.690917969;0.85725;0.799316406;0.85725;63.53658676;0.85725;-1.341463447;0.85725;-3.170731783
0.059586207;0;0.059586207;0;0.864;0.206542969;0.864;0.693359375;0.864;0.807617188;0.864;63.29268265;0.864;-1.524390221;0.864;-3.231707335
0.060051724;0;0.060051724;0;0.87075;0.20703125;0.87075;0.698730469;0.87075;0.810058594;0.87075;62.62195206;0.87075;-2.195122004;0.87075;-3.353658676
0.060517241;0;0.060517241;0;0.8775;0.2109375;0.8775;0.702148438;0.8775;0.810546875;0.8775;61.76829529;0.8775;-2.256097555;0.8775;-3.841463566
0.060982759;0;0.060982759;0;0.88425;0.219726563;0.88425;0.709960938;0.88425;0.797851563;0.88425;60.60975647;0.88425;-1.951219559;0.88425;-4.878048897
0.061448276;0;0.061448276;0;0.891;0.224609375;0.891;0.720703125;0.891;0.785644531;0.891;60;0.891;-1.402438998;0.891;-5.548780441
0.061913793;0;0.061913793;0;0.89775;0.227539063;0.89775;0.7265625;0.89775;0.776367188;0.89775;59.02439117;0.89775;-0.426829278;0.89775;-5.914634228
0.06237931;0;0.06237931;0;0.9045;0.224609375;0.9045;0.724609375;0.9045;0.771484375;0.9045;57.86585617;0.9045;-0.060975611;0.9045;-6.280488014
0.062844828;0;0.062844828;0;0.91125;0.218261719;0.91125;0.719238281;0.91125;0.760253906;0.91125;57.31707382;0.91125;-0.121951222;0.91125;-6.097560883
0.063310345;0;0.063310345;0;0.918;0.217773438;0.918;0.7265625;0.918;0.760742188;0.918;56.341465;0.918;0.182926834;0.918;-6.036585331
0.063775862;0;0.063775862;0;0.92475;0.21875;0.92475;0.741699219;0.92475;0.765625;0.92475;54.57317352;0.92475;0.670731723;0.92475;-5.914634228
0.064241379;0;0.064241379;0;0.9315;0.21484375;0.9315;0.755371094;0.9315;0.763183594;0.9315;53.35366058;0.9315;1.219512224;0.9315;-5.853658676
0.064706897;0;0.064706897;0;0.93825;0.220703125;0.93825;0.765136719;0.93825;0.75390625;0.93825;53.29268265;0.93825;1.707317114;0.93825;-5.731707573
0.065172414;0;0.065172414;0;0.945;0.229492188;0.945;0.77734375;0.945;0.742675781;0.945;53.4146347;0.945;1.646341443;0.945;-5.853658676
0.065637931;0;0.065637931;0;0.95175;0.229492188;0.95175;0.779296875;0.95175;0.741210938;0.95175;52.80487823;0.95175;1.829268336;0.95175;-5.975609779
0.066103448;0;0.066103448;0;0.9585;0.227050781;0.9585;0.779296875;0.9585;0.751953125;0.9585;52.37805176;0.9585;1.036585331;0.9585;-6.036585331
0.066568966;0;0.066568966;0;0.96525;0.229980469;0.96525;0.775878906;0.96525;0.745117188;0.96525;51.70731735;0.96525;1.036585331;0.96525;-5.975609779
0.067034483;0;0.067034483;0;0.972;0.220703125;0.972;0.770996094;0.972;0.733398438;0.972;50;0.972;0.548780501;0.972;-5.426829338
0.0675;0;0.0675;0;0.97875;0.216308594;0.97875;0.766601563;0.97875;0.733886719;0.97875;48.841465;0.97875;-0.121951222;0.97875;-4.695122242
0.067965517;0;0.067965517;0;0.9855;0.216308594;0.9855;0.770507813;0.9855;0.734375;0.9855;47.92683029;0.9855;-0.365853667;0.9855;-4.451219559
0.068431034;0;0.068431034;0;0.99225;0.219726563;0.99225;0.778320313;0.99225;0.729003906;0.99225;47.19512177;0.99225;-0.48780489;0.99225;-5.548780441
0.068896552;0;0.068896552;0;0.999;0.225097656;0.999;0.782714844;0.999;0.71875;0.999;46.09756088;0.999;0.731707335;0.999;-6.219512463
0.069362069;0;0.069362069;0;1.00575;0.231933594;1.00575;0.787597656;1.00575;0.71484375;1.00575;45;1.00575;1.707317114;1.00575;-6.768292904
0.069827586;0;0.069827586;0;1.0125;0.229003906;1.0125;0.78125;1.0125;0.709472656;1.0125;44.87804794;1.0125;1.768292665;1.0125;-6.768292904
0.070293103;0;0.070293103;0;1.01925;0.226074219;1.01925;0.781738281;1.01925;0.70703125;1.01925;44.63414764;1.01925;1.951219559;1.01925;-6.646341801
0.070758621;0;0.070758621;0;1.026;0.225585938;1.026;0.78515625;1.026;0.70703125;1.026;43.65853882;1.026;2.256097555;1.026;-6.158536911
0.071224138;0;0.071224138;0;1.03275;0.221679688;1.03275;0.791992188;1.03275;0.697265625;1.03275;42.2560997;1.03275;2.98780489;1.03275;-5.731707573
0.071689655;0;0.071689655;0;1.0395;0.216308594;1.0395;0.79296875;1.0395;0.6875;1.0395;41.5853653;1.0395;3.780487776;1.0395;-5.426829338
0.072155172;0;0.072155172;0;1.04625;0.220214844;1.04625;0.791503906;1.04625;0.670898438;1.04625;41.89024353;1.04625;5.060975552;1.04625;-5.243902683
0.07262069;0;0.07262069;0;1.053;0.221679688;1.053;0.792480469;1.053;0.664550781;1.053;42.37804794;1.053;6.097560883;1.053;-4.756097794
0.073086207;0;0.073086207;0;1.05975;0.219726563;1.05975;0.789550781;1.05975;0.664550781;1.05975;43.29268265;1.05975;6.463414669;1.05975;-4.817073345
0.073551724;0;0.073551724;0;1.0665;0.219238281;1.0665;0.791503906;1.0665;0.658691406;1.0665;42.92683029;1.0665;7.5;1.0665;-4.939024448
0.074017241;0;0.074017241;0;1.07325;0.219238281;1.07325;0.793457031;1.07325;0.645507813;1.07325;41.70731735;1.07325;7.926829338;1.07325;-5.426829338
0.074482759;0;0.074482759;0;1.08;0.229003906;1.08;0.794921875;1.08;0.636230469;1.08;41.95122147;1.08;7.62195158;1.08;-5.243902683
0.074948276;0;0.074948276;0;1.08675;0.2265625;1.08675;0.791503906;1.08675;0.627441406;1.08675;42.07317352;1.08675;7.62195158;1.08675;-4.939024448
0.075413793;0;0.075413793;0;1.0935;0.213867188;1.0935;0.782226563;1.0935;0.615234375;1.0935;41.82926941;1.0935;7.13414669;1.0935;-4.451219559
0.07587931;0;0.07587931;0;1.10025;0.208496094;1.10025;0.779785156;1.10025;0.60546875;1.10025;40.79268265;1.10025;6.768292904;1.10025;-3.841463566
0.076344828;0;0.076344828;0;1.107;0.205078125;1.107;0.770507813;1.107;0.596191406;1.107;39.20731735;1.107;7.01219511;1.107;-4.51219511
0.076810345;0;0.076810345;0;1.11375;0.19921875;1.11375;0.767578125;1.11375;0.59765625;1.11375;38.4146347;1.11375;6.280488014;1.11375;-4.573170662
0.077275862;0;0.077275862;0;1.1205;0.194824219;1.1205;0.773925781;1.1205;0.6015625;1.1205;37.43902588;1.1205;5.853658676;1.1205;-4.390244007
0.077741379;0;0.077741379;0;1.12725;0.19140625;1.12725;0.776855469;1.12725;0.601074219;1.12725;35.48780441;1.12725;6.402439117;1.12725;-4.451219559
0.078206897;0;0.078206897;0;1.134;0.199707031;1.134;0.781738281;1.134;0.600097656;1.134;33.04878235;1.134;7.743902683;1.134;-4.817073345
0.078672414;0;0.078672414;0;1.14075;0.208007813;1.14075;0.788574219;1.14075;0.598632813;1.14075;31.21951294;1.14075;8.902439117;1.14075;-4.939024448
0.079137931;0;0.079137931;0;1.1475;0.21484375;1.1475;0.791992188;1.1475;0.598632813;1.1475;30.6707325;1.1475;8.780488014;1.1475;-4.939024448
0.079603448;0;0.079603448;0;1.15425;0.220214844;1.15425;0.794921875;1.15425;0.587890625;1.15425;30.97561073;1.15425;7.926829338;1.15425;-4.268292904
0.080068966;0;0.080068966;0;1.161;0.211914063;1.161;0.79296875;1.161;0.578125;1.161;30.97561073;1.161;7.926829338;1.161;-3.719512224
