X [s];IL: EMG 1 [V];X [s];LON: EMG 2 [V];X [s];ACC: ACC.X 3 [g];X [s];ACC: ACC.Y 3 [g];X [s];ACC: ACC.Z 3 [g];X [s];ACC: GYRO.X 3 [s];X [s];ACC: GYRO.Y 3 [s];X [s];ACC: GYRO.Z 3 [s]
0.031655172;0;0.031655172;0;0.459;0.171386719;0.459;-0.783203125;0.459;0.5625;0.459;-3.475609779;0.459;8.902439117;0.459;-1.219512224
0.03212069;0;0.03212069;0;0.46575;0.1640625;0.46575;-0.774902344;0.46575;0.562988281;0.46575;-2.804877996;0.46575;9.329268456;0.46575;-1.219512224
0.032586207;0;0.032586207;0;0.4725;0.16015625;0.4725;-0.768554688;0.4725;0.558105469;0.4725;-2.5;0.4725;9.573170662;0.4725;-1.219512224
0.033051724;0;0.033051724;0;0.47925;0.157714844;0.47925;-0.762695313;0.47925;0.556152344;0.47925;-2.378048897;0.47925;9.512195587;0.47925;-1.036585331
0.033517241;0;0.033517241;0;0.486;0.155761719;0.486;-0.762695313;0.486;0.557617188;0.486;-2.560975552;0.486;9.390244484;0.486;-0.609756112
0.033982759;0;0.033982759;0;0.49275;0.156738281;0.49275;-0.760742188;0.49275;0.557617188;0.49275;-2.439024448;0.49275;9.512195587;0.49275;-0.548780501
0.034448276;0;0.034448276;0;0.4995;0.16015625;0.4995;-0.772460938;0.4995;0.557128906;0.4995;-1.585365891;0.4995;9.451219559;0.4995;-0.48780489
0.034913793;0;0.034913793;0;0.50625;0.156738281;0.50625;-0.778320313;0.50625;0.555664063;0.50625;-0.914634168;0.50625;9.512195587;0.50625;-0.670731723
0.03537931;0;0.03537931;0;0.513;0.157714844;0.513;-0.779785156;0.513;0.559570313;0.513;-0.243902445;0.513;9.268292427;0.513;-0.731707335
0.035844828;0;0.035844828;0;0.51975;0.162109375;0.51975;-0.776367188;0.51975;0.564941406;0.51975;0.548780501;0.51975;9.146341324;0.51975;-0.914634168
0.036310345;0;0.036310345;0;0.5265;0.163574219;0.5265;-0.771972656;0.5265;0.572753906;0.5265;1.158536553;0.5265;8.902439117;0.5265;-0.975609779
0.036775862;0;0.036775862;0;0.53325;0.163085938;0.53325;-0.767089844;0.53325;0.578125;0.53325;1.585365891;0.53325;8.597560883;0.53325;-1.219512224
0.037241379;0;0.037241379;0;0.54;0.170898438;0.54;-0.767089844;0.54;0.580078125;0.54;1.951219559;0.54;8.475609779;0.54;-1.097561002
0.037706897;0;0.037706897;0;0.54675;0.170898438;0.54675;-0.764648438;0.54675;0.581542969;0.54675;1.768292665;0.54675;8.353658676;0.54675;-0.731707335
0.038172414;0;0.038172414;0;0.5535;0.170410156;0.5535;-0.766113281;0.5535;0.577636719;0.5535;1.585365891;0.5535;7.926829338;0.5535;-0.182926834
0.038637931;0;0.038637931;0;0.56025;0.170410156;0.56025;-0.769042969;0.56025;0.575195313;0.56025;1.524390221;0.56025;7.926829338;0.56025;0.182926834
0.039103448;0;0.039103448;0;0.567;0.164550781;0.567;-0.769042969;0.567;0.574707031;0.567;1.707317114;0.567;8.170731544;0.567;0.243902445
0.039568966;0;0.039568966;0;0.57375;0.166015625;0.57375;-0.763671875;0.57375;0.57421875;0.57375;1.768292665;0.57375;8.292682648;0.57375;0
0.040034483;0;0.040034483;0;0.5805;0.169433594;0.5805;-0.762207031;0.5805;0.572753906;0.5805;1.829268336;0.5805;8.353658676;0.5805;-0.365853667
0.0405;0;0.0405;0;0.58725;0.166015625;0.58725;-0.759765625;0.58725;0.572753906;0.58725;1.890243888;0.58725;8.658536911;0.58725;-0.48780489
0.040965517;0;0.040965517;0;0.594;0.166015625;0.594;-0.770019531;0.594;0.573242188;0.594;2.073170662;0.594;9.024390221;0.594;-0.548780501
0.041431034;0;0.041431034;0;0.60075;0.169921875;0.60075;-0.774902344;0.60075;0.569824219;0.60075;2.073170662;0.60075;9.024390221;0.60075;-0.365853667
0.041896552;0;0.041896552;0;0.6075;0.171386719;0.6075;-0.778320313;0.6075;0.568847656;0.6075;2.378048897;0.6075;8.902439117;0.6075;-0.304878056
0.042362069;0;0.042362069;0;0.61425;0.169433594;0.61425;-0.778808594;0.61425;0.568359375;0.61425;3.170731783;0.61425;8.841464043;0.61425;-0.182926834
0.042827586;0;0.042827586;0;0.621;0.165039063;0.621;-0.775878906;0.621;0.562988281;0.621;3.841463566;0.621;8.902439117;0.621;-0.48780489
0.043293103;0;0.043293103;0;0.62775;0.163085938;0.62775;-0.762695313;0.62775;0.564941406;0.62775;4.024390221;0.62775;9.451219559;0.62775;-0.731707335
0.043758621;0;0.043758621;0;0.6345;0.165527344;0.6345;-0.758300781;0.6345;0.565917969;0.6345;4.573170662;0.6345;10.06097603;0.6345;-0.975609779
0.044224138;0;0.044224138;0;0.64125;0.170410156;0.64125;-0.758789063;0.64125;0.567382813;0.64125;4.817073345;0.64125;10.30487823;0.64125;-1.219512224
0.044689655;0;0.044689655;0;0.648;0.173339844;0.648;-0.759765625;0.648;0.564941406;0.648;4.939024448;0.648;10.42682934;0.648;-1.585365891
0.045155172;0;0.045155172;0;0.65475;0.177246094;0.65475;-0.763183594;0.65475;0.563964844;0.65475;4.634146214;0.65475;10.42682934;0.65475;-1.585365891
0.04562069;0;0.04562069;0;0.6615;0.177734375;0.6615;-0.775390625;0.6615;0.565917969;0.6615;4.756097794;0.6615;10.30487823;0.6615;-1.402438998
0.046086207;0;0.046086207;0;0.66825;0.176269531;0.66825;-0.77734375;0.66825;0.571289063;0.66825;5.304878235;0.66825;9.817073822;0.66825;-1.158536553
0.046551724;0;0.046551724;0;0.675;0.170898438;0.675;-0.775390625;0.675;0.572265625;0.675;5.792683125;0.675;9.451219559;0.675;-0.731707335
0.047017241;0;0.047017241;0;0.68175;0.164550781;0.68175;-0.770019531;0.68175;0.577148438;0.68175;6.219512463;0.68175;9.146341324;0.68175;-0.060975611
0.047482759;0;0.047482759;0;0.6885;0.159179688;0.6885;-0.766601563;0.6885;0.580566406;0.6885;6.951219559;0.6885;8.719511986;0.6885;0.548780501
0.047948276;0;0.047948276;0;0.69525;0.15625;0.69525;-0.755371094;0.69525;0.580078125;0.69525;7.195122242;0.69525;8.719511986;0.69525;1.280487776
0.048413793;0;0.048413793;0;0.702;0.153320313;0.702;-0.752441406;0.702;0.579589844;0.702;7.560975552;0.702;8.719511986;0.702;2.073170662
0.04887931;0;0.04887931;0;0.70875;0.15234375;0.70875;-0.753417969;0.70875;0.580566406;0.70875;7.62195158;0.70875;9.024390221;0.70875;2.5
0.049344828;0;0.049344828;0;0.7155;0.155761719;0.7155;-0.750976563;0.7155;0.58203125;0.7155;7.804878235;0.7155;9.207317352;0.7155;2.621951342
0.049810345;0;0.049810345;0;0.72225;0.156738281;0.72225;-0.747070313;0.72225;0.584960938;0.72225;7.926829338;0.72225;9.146341324;0.72225;2.98780489
0.050275862;0;0.050275862;0;0.729;0.155761719;0.729;-0.744628906;0.729;0.587402344;0.729;7.682927132;0.729;9.329268456;0.729;3.292682886
0.050741379;0;0.050741379;0;0.73575;0.157226563;0.73575;-0.7421875;0.73575;0.587402344;0.73575;7.073170662;0.73575;9.695121765;0.73575;3.719512224
0.051206897;0;0.051206897;0;0.7425;0.149414063;0.7425;-0.737792969;0.7425;0.588867188;0.7425;6.463414669;0.7425;10.1219511;0.7425;3.902439117
0.051672414;0;0.051672414;0;0.74925;0.149902344;0.74925;-0.73828125;0.74925;0.587402344;0.74925;5.853658676;0.74925;10.54878044;0.74925;4.085365772
0.052137931;0;0.052137931;0;0.756;0.150878906;0.756;-0.737304688;0.756;0.58984375;0.756;5.121951103;0.756;10.85365868;0.756;4.51219511
0.052603448;0;0.052603448;0;0.76275;0.153808594;0.76275;-0.733398438;0.76275;0.592285156;0.76275;4.573170662;0.76275;10.9146347;0.76275;4.451219559
0.053068966;0;0.053068966;0;0.7695;0.149414063;0.7695;-0.732910156;0.7695;0.598632813;0.7695;4.329268456;0.7695;10.7926836;0.7695;4.634146214
0.053534483;0;0.053534483;0;0.77625;0.151367188;0.77625;-0.736328125;0.77625;0.6015625;0.77625;4.207317352;0.77625;10.85365868;0.77625;5.182927132
0.054;0;0.054;0;0.783;0.146972656;0.783;-0.740234375;0.783;0.6015625;0.783;3.963414669;0.783;10.85365868;0.783;5.670732021
0.054465517;0;0.054465517;0;0.78975;0.145996094;0.78975;-0.745605469;0.78975;0.610839844;0.78975;3.902439117;0.78975;10.9146347;0.78975;6.158536911
0.054931034;0;0.054931034;0;0.7965;0.142578125;0.7965;-0.754882813;0.7965;0.608398438;0.7965;3.963414669;0.7965;10.48780537;0.7965;6.646341801
0.055396552;0;0.055396552;0;0.80325;0.138671875;0.80325;-0.759765625;0.80325;0.60546875;0.80325;4.268292904;0.80325;10.06097603;0.80325;6.951219559
0.055862069;0;0.055862069;0;0.81;0.133789063;0.81;-0.763183594;0.81;0.605957031;0.81;4.939024448;0.81;9.939024925;0.81;6.890244007
0.056327586;0;0.056327586;0;0.81675;0.126464844;0.81675;-0.764648438;0.81675;0.604492188;0.81675;5.426829338;0.81675;10.30487823;0.81675;6.951219559
0.056793103;0;0.056793103;0;0.8235;0.116699219;0.8235;-0.756347656;0.8235;0.60546875;0.8235;5.670732021;0.8235;10.42682934;0.8235;7.13414669
0.057258621;0;0.057258621;0;0.83025;0.106933594;0.83025;-0.747070313;0.83025;0.608398438;0.83025;5.975609779;0.83025;10.85365868;0.83025;7.256097794
0.057724138;0;0.057724138;0;0.837;0.104003906;0.837;-0.739746094;0.837;0.610839844;0.837;5.731707573;0.837;11.52439022;0.837;7.195122242
0.058189655;0;0.058189655;0;0.84375;0.098144531;0.84375;-0.735839844;0.84375;0.612792969;0.84375;5.426829338;0.84375;12.01219559;0.84375;7.195122242
0.058655172;0;0.058655172;0;0.8505;0.093261719;0.8505;-0.736816406;0.8505;0.614746094;0.8505;4.939024448;0.8505;12.56097603;0.8505;7.13414669
0.05912069;0;0.05912069;0;0.85725;0.091796875;0.85725;-0.735839844;0.85725;0.609375;0.85725;4.329268456;0.85725;12.86585426;0.85725;6.707317352
0.059586207;0;0.059586207;0;0.864;0.092285156;0.864;-0.737792969;0.864;0.612304688;0.864;4.451219559;0.864;12.98780537;0.864;6.280488014
0.060051724;0;0.060051724;0;0.87075;0.092773438;0.87075;-0.740722656;0.87075;0.616210938;0.87075;4.756097794;0.87075;13.10975647;0.87075;5.609755993
0.060517241;0;0.060517241;0;0.8775;0.091308594;0.8775;-0.741210938;0.8775;0.614746094;0.8775;5;0.8775;13.10975647;0.8775;5.365853786
0.060982759;0;0.060982759;0;0.88425;0.085449219;0.88425;-0.736816406;0.88425;0.614257813;0.88425;4.939024448;0.88425;12.92682934;0.88425;5.548780441
0.061448276;0;0.061448276;0;0.891;0.082519531;0.891;-0.736328125;0.891;0.615234375;0.891;4.878048897;0.891;12.5;0.891;5.914634228
0.061913793;0;0.061913793;0;0.89775;0.078125;0.89775;-0.728027344;0.89775;0.6171875;0.89775;5.48780489;0.89775;12.25609779;0.89775;6.158536911
0.06237931;0;0.06237931;0;0.9045;0.073730469;0.9045;-0.720214844;0.9045;0.620117188;0.9045;5.853658676;0.9045;11.76829338;0.9045;6.036585331
0.062844828;0;0.062844828;0;0.91125;0.068359375;0.91125;-0.717773438;0.91125;0.622070313;0.91125;5.914634228;0.91125;11.70731735;0.91125;5.914634228
0.063310345;0;0.063310345;0;0.918;0.0703125;0.918;-0.720214844;0.918;0.618164063;0.918;5.670732021;0.918;11.58536625;0.918;5.914634228
0.063775862;0;0.063775862;0;0.92475;0.071289063;0.92475;-0.723144531;0.92475;0.621582031;0.92475;5.365853786;0.92475;11.34146404;0.92475;5.731707573
0.064241379;0;0.064241379;0;0.9315;0.073730469;0.9315;-0.723144531;0.9315;0.621582031;0.9315;5.182927132;0.9315;11.03658581;0.9315;5.609755993
0.064706897;0;0.064706897;0;0.93825;0.073730469;0.93825;-0.725097656;0.93825;0.622070313;0.93825;5.182927132;0.93825;10.73170757;0.93825;5.548780441
0.065172414;0;0.065172414;0;0.945;0.068359375;0.945;-0.724121094;0.945;0.623046875;0.945;4.817073345;0.945;10.36585426;0.945;5.548780441
0.065637931;0;0.065637931;0;0.95175;0.071777344;0.95175;-0.720214844;0.95175;0.623535156;0.95175;4.634146214;0.95175;10.06097603;0.95175;5.609755993
0.066103448;0;0.066103448;0;0.9585;0.069335938;0.9585;-0.715820313;0.9585;0.625;0.9585;4.268292904;0.9585;10;0.9585;5.365853786
0.066568966;0;0.066568966;0;0.96525;0.0703125;0.96525;-0.715332031;0.96525;0.627441406;0.96525;4.024390221;0.96525;9.878048897;0.96525;5.426829338
0.067034483;0;0.067034483;0;0.972;0.072753906;0.972;-0.715820313;0.972;0.624511719;0.972;3.597561121;0.972;9.695121765;0.972;5
0.0675;0;0.0675;0;0.97875;0.072265625;0.97875;-0.713867188;0.97875;0.622558594;0.97875;3.353658676;0.97875;9.512195587;0.97875;4.695122242
0.067965517;0;0.067965517;0;0.9855;0.073730469;0.9855;-0.710449219;0.9855;0.616210938;0.9855;2.865853786;0.9855;9.573170662;0.9855;4.756097794
0.068431034;0;0.068431034;0;0.99225;0.072753906;0.99225;-0.708007813;0.99225;0.614746094;0.99225;2.439024448;0.99225;9.451219559;0.99225;4.634146214
0.068896552;0;0.068896552;0;0.999;0.074707031;0.999;-0.708984375;0.999;0.61328125;0.999;2.256097555;0.999;9.268292427;0.999;4.573170662
0.069362069;0;0.069362069;0;1.00575;0.074707031;1.00575;-0.710449219;1.00575;0.610839844;1.00575;1.768292665;1.00575;8.963415146;1.00575;4.695122242
0.069827586;0;0.069827586;0;1.0125;0.071289063;1.0125;-0.713867188;1.0125;0.60546875;1.0125;1.585365891;1.0125;8.902439117;1.0125;4.51219511
0.070293103;0;0.070293103;0;1.01925;0.070800781;1.01925;-0.717773438;1.01925;0.603515625;1.01925;1.463414669;1.01925;8.597560883;1.01925;4.390244007
0.070758621;0;0.070758621;0;1.026;0.0703125;1.026;-0.72265625;1.026;0.60546875;1.026;1.036585331;1.026;8.414634705;1.026;4.207317352
0.071224138;0;0.071224138;0;1.03275;0.073242188;1.03275;-0.726074219;1.03275;0.607421875;1.03275;1.280487776;1.03275;8.231707573;1.03275;4.146341324
0.071689655;0;0.071689655;0;1.0395;0.069824219;1.0395;-0.734375;1.0395;0.60546875;1.0395;1.097561002;1.0395;8.10975647;1.0395;3.963414669
0.072155172;0;0.072155172;0;1.04625;0.067871094;1.04625;-0.733398438;1.04625;0.602539063;1.04625;1.097561002;1.04625;7.865853786;1.04625;3.597561121
0.07262069;0;0.07262069;0;1.053;0.0703125;1.053;-0.730957031;1.053;0.606445313;1.053;1.219512224;1.053;7.682927132;1.053;3.353658676
0.073086207;0;0.073086207;0;1.05975;0.0703125;1.05975;-0.729980469;1.05975;0.609863281;1.05975;1.341463447;1.05975;7.62195158;1.05975;3.048780441
0.073551724;0;0.073551724;0;1.0665;0.068847656;1.0665;-0.728515625;1.0665;0.609375;1.0665;1.463414669;1.0665;7.5;1.0665;2.865853786
0.074017241;0;0.074017241;0;1.07325;0.065917969;1.07325;-0.725097656;1.07325;0.608886719;1.07325;1.402438998;1.07325;7.195122242;1.07325;2.865853786
0.074482759;0;0.074482759;0;1.08;0.065917969;1.08;-0.721679688;1.08;0.608398438;1.08;1.341463447;1.08;7.317073345;1.08;3.048780441
0.074948276;0;0.074948276;0;1.08675;0.06640625;1.08675;-0.721191406;1.08675;0.605957031;1.08675;1.280487776;1.08675;7.378048897;1.08675;3.109756231
0.075413793;0;0.075413793;0;1.0935;0.067382813;1.0935;-0.714355469;1.0935;0.604980469;1.0935;1.097561002;1.0935;7.195122242;1.0935;2.98780489
0.07587931;0;0.07587931;0;1.10025;0.065429688;1.10025;-0.707519531;1.10025;0.604492188;1.10025;1.219512224;1.10025;7.073170662;1.10025;2.98780489
0.076344828;0;0.076344828;0;1.107;0.063476563;1.107;-0.704101563;1.107;0.604003906;1.107;1.036585331;1.107;6.890244007;1.107;3.231707335
0.076810345;0;0.076810345;0;1.11375;0.064941406;1.11375;-0.697265625;1.11375;0.603027344;1.11375;0.426829278;1.11375;6.524390221;1.11375;3.353658676
0.077275862;0;0.077275862;0;1.1205;0.066894531;1.1205;-0.696777344;1.1205;0.6015625;1.1205;-0.182926834;1.1205;6.402439117;1.1205;3.597561121
0.077741379;0;0.077741379;0;1.12725;0.068847656;1.12725;-0.702636719;1.12725;0.606445313;1.12725;-0.670731723;1.12725;6.097560883;1.12725;4.085365772
0.078206897;0;0.078206897;0;1.134;0.068847656;1.134;-0.711425781;1.134;0.609863281;1.134;-0.731707335;1.134;5.853658676;1.134;4.451219559
0.078672414;0;0.078672414;0;1.14075;0.063964844;1.14075;-0.71875;1.14075;0.611816406;1.14075;-0.914634168;1.14075;5.670732021;1.14075;4.51219511
0.079137931;0;0.079137931;0;1.1475;0.064453125;1.1475;-0.728027344;1.1475;0.608398438;1.1475;-1.341463447;1.1475;5.609755993;1.1475;4.756097794
0.079603448;0;0.079603448;0;1.15425;0.062988281;1.15425;-0.735839844;1.15425;0.610839844;1.15425;-1.524390221;1.15425;5.609755993;1.15425;4.878048897
0.080068966;0;0.080068966;0;1.161;0.064453125;1.161;-0.747558594;1.161;0.6171875;1.161;-1.341463447;1.161;5.48780489;1.161;4.817073345
